"Material Incidents of Discrimination and/or Harrassment - New York City
2016-17",,,,,,,,** Schools Closed at the end of the school year will not be included in this file.,,,,,,,,,,,,
"This report is a summary of data submitted to NYSED by public and charter schools regarding material incidents of harassment, bullying and discrimination on school grounds or a school function as required by the Dignity for All Students Act.",,,,,,,,,,,,,,,,,,,,
County,District,School Name,BEDS Code,Grade Organization,Need/Resource Category,School Type,Enrollment,Nature Of Material Incidents Of Discrimination And/Or Harassment,,,,,,,,,,,,
,,,,,,,,Race,"Ethnic
Group","National
Origin",Color,Religion,Religious Practice,Disability,Gender,Sexual Orientation,Sex,Weight,Other,Total
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 184 SHUANG WEN,310100010184,Elementary,NEW YORK CITY,Public,672,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,PS 188 ISLAND SCHOOL (THE),310100010188,Elementary,NEW YORK CITY,Public,444,0,0,0,0,0,0,0,0,0,0,0,1,1
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,"TECHNOLOGY, ARTS AND SCIENCES STUDIO",310100010301,Middle,NEW YORK CITY,Public,127,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,EAST VILLAGE COMMUNITY SCHOOL (THE),310100010315,Elementary,NEW YORK CITY,Public,323,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,UNIVERSITY NEIGHBORHOOD MIDDLE,310100010332,Middle,NEW YORK CITY,Public,229,0,0,0,0,0,0,0,1,0,0,1,0,2
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,CHILDREN'S WORKSHOP SCHOOL (THE),310100010361,Elementary,NEW YORK CITY,Public,289,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,NEIGHBORHOOD SCHOOL,310100010363,Elementary,NEW YORK CITY,Public,301,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,EARTH SCHOOL,310100010364,Elementary,NEW YORK CITY,Public,328,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,SCHOOL FOR GLOBAL LEADERS,310100010378,Middle,NEW YORK CITY,Public,283,3,0,0,0,0,0,2,4,1,0,3,5,18
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,TOMPKINS SQUARE MIDDLE SCHOOL,310100010839,Middle,NEW YORK CITY,Public,373,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,ORCHARD COLLEGIATE ACADEMY,310100011292,Senior High,NEW YORK CITY,Public,141,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,310100011448,Senior High,NEW YORK CITY,Public,393,0,0,0,0,0,0,0,0,1,0,0,0,1
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,EAST SIDE COMMUNITY SCHOOL,310100011450,Junior-Senior High,NEW YORK CITY,Public,695,1,0,0,0,0,0,0,0,0,0,0,1,2
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,FORSYTHE SATELLITE ACADEMY,310100011458,Senior High,NEW YORK CITY,Public,173,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,MARTA VALLE HIGH SCHOOL,310100011509,Senior High,NEW YORK CITY,Public,199,1,0,0,0,0,0,0,1,0,0,0,0,2
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,LOWER EAST SIDE PREP HIGH SCHOOL,310100011515,Senior High,NEW YORK CITY,Public,521,0,0,0,0,0,0,0,0,0,0,0,0,0
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,"NEW EXPLORATIONS SCI, TECH & MATH",310100011539,K-12,NEW YORK CITY,Public,1744,2,0,1,0,0,0,0,0,0,0,0,2,5
MANHATTAN,NYC GEOG DIST # 1 - MANHATTAN,CASCADES HIGH SCHOOL,310100011650,Senior High,NEW YORK CITY,Public,215,0,0,0,0,0,0,0,0,0,0,0,0,0
